level_0,level_1,0
edu_associate_degree,pce_total,0.06435370430958093
pce_transportation,edu_master_degree,0.064396467492603
edu_master_degree,pce_transportation,0.064396467492603
pce_education,edu_high_school,0.06447608667721018
edu_high_school,pce_education,0.06447608667721018
edu_master_degree,business_applications,0.06502367231225431
business_applications,edu_master_degree,0.06502367231225431
median_monthly_house_cost,year,0.06605729901789767
year,median_monthly_house_cost,0.06605729901789767
pce_housing_utilities_and_fuels,edu_associate_degree,0.06616495548451026
edu_associate_degree,pce_housing_utilities_and_fuels,0.06616495548451026
pce_furnishings_household_equipment_and_routine_household_maintenance,gdp_compensation,0.0669525227579971
gdp_compensation,pce_furnishings_household_equipment_and_routine_household_maintenance,0.0669525227579971
pce_clothing_footwear_and_related_services,gdp_compensation,0.0674826772464067
gdp_compensation,pce_clothing_footwear_and_related_services,0.0674826772464067
edu_bachelor_degree,population,0.0679336430966274
population,edu_bachelor_degree,0.0679336430966274
households_occupied_ratio,gini_index,0.06842442638689794
gini_index,households_occupied_ratio,0.06842442638689794
poverty_rate,business_applications,0.06866468465344608
business_applications,poverty_rate,0.06866468465344608
rent_median_value,median_age,0.06899245572020477
median_age,rent_median_value,0.06899245572020477
pce_furnishings_household_equipment_and_routine_household_maintenance,edu_associate_degree,0.06923181969805267
edu_associate_degree,pce_furnishings_household_equipment_and_routine_household_maintenance,0.06923181969805267
subsidies,pce_health,0.06957520871935743
pce_health,subsidies,0.06957520871935743
pce_transportation,edu_associate_degree,0.06984801565428798
edu_associate_degree,pce_transportation,0.06984801565428798
edu_associate_degree,pce_food_and_beverages_purchased_for_off-premises_consumption,0.06988986896079524
pce_food_and_beverages_purchased_for_off-premises_consumption,edu_associate_degree,0.06988986896079524
pce_financial_services_and_insurance,subsidies,0.07057469459745164
subsidies,pce_financial_services_and_insurance,0.07057469459745164
business_applications,median_age,0.07061908882673362
median_age,business_applications,0.07061908882673362
per_pupil_revenue,households_occupied_ratio,0.07075831727974291
households_occupied_ratio,per_pupil_revenue,0.07075831727974291
gdp_current_dollar,poverty_rate,0.07082799194378837
poverty_rate,gdp_current_dollar,0.07082799194378837
median_age,taxes_on_production_and_imports_(topi),0.07106160474257209
taxes_on_production_and_imports_(topi),median_age,0.07106160474257209
edu_bachelor_degree,edu_total,0.071830349972911
edu_total,edu_bachelor_degree,0.071830349972911
pce_food_and_beverages_purchased_for_off-premises_consumption,gdp_compensation,0.0719324360682777
gdp_compensation,pce_food_and_beverages_purchased_for_off-premises_consumption,0.0719324360682777
edu_high_school,per_pupil_expenditure,0.07194571226924179
per_pupil_expenditure,edu_high_school,0.07194571226924179
pce_other_goods_and_services,edu_associate_degree,0.0721405900139937
edu_associate_degree,pce_other_goods_and_services,0.0721405900139937
pce_other_goods_and_services,subsidies,0.07306623936854431
subsidies,pce_other_goods_and_services,0.07306623936854431
pce_food_services_and_accommodations,subsidies,0.07335032907088367
subsidies,pce_food_services_and_accommodations,0.07335032907088367
year,business_applications_from_corporations,0.07337317393421794
business_applications_from_corporations,year,0.07337317393421794
median_age,high_propensity_business_application,0.07358180673079828
high_propensity_business_application,median_age,0.07358180673079828
edu_master_degree,pce_food_and_beverages_purchased_for_off-premises_consumption,0.07635238295232047
pce_food_and_beverages_purchased_for_off-premises_consumption,edu_master_degree,0.07635238295232047
pce_communication,subsidies,0.07708725919144535
subsidies,pce_communication,0.07708725919144535
high_propensity_business_application,poverty_rate,0.0777768185916551
poverty_rate,high_propensity_business_application,0.0777768185916551
median_income,median_age,0.07820357469922147
median_age,median_income,0.07820357469922147
pce_total,subsidies,0.07847244074999013
subsidies,pce_total,0.07847244074999013
pce_communication,gdp_compensation,0.07899734821100388
gdp_compensation,pce_communication,0.07899734821100388
subsidies,pce_education,0.07906372622459165
pce_education,subsidies,0.07906372622459165
pce_food_and_beverages_purchased_for_off-premises_consumption,edu_high_school,0.07924718027689523
edu_high_school,pce_food_and_beverages_purchased_for_off-premises_consumption,0.07924718027689523
rent_low_value_quartile,median_age,0.07980588465555162
median_age,rent_low_value_quartile,0.07980588465555162
mean_usual_hours,pce_education,0.08010856371055679
pce_education,mean_usual_hours,0.08010856371055679
gdp_compensation,pce_recreation,0.08040991987791046
pce_recreation,gdp_compensation,0.08040991987791046
edu_master_degree,mean_usual_hours,0.08062511711679211
mean_usual_hours,edu_master_degree,0.08062511711679211
pce_transportation,per_pupil_expenditure,0.08071008673801824
per_pupil_expenditure,pce_transportation,0.08071008673801824
gdp_compensation,pce_housing_utilities_and_fuels,0.08076352790796522
pce_housing_utilities_and_fuels,gdp_compensation,0.08076352790796522
households_occupied_ratio,edu_associate_degree,0.08124979837959266
edu_associate_degree,households_occupied_ratio,0.08124979837959266
mean_usual_hours,edu_associate_degree,0.08130210194350065
edu_associate_degree,mean_usual_hours,0.08130210194350065
pce_communication,edu_associate_degree,0.081333578840466
edu_associate_degree,pce_communication,0.081333578840466
per_capita_personal_income,business_applications_from_corporations,0.08175481593090377
business_applications_from_corporations,per_capita_personal_income,0.08175481593090377
business_applications_from_corporations,households_occupied_ratio,0.08256058034979427
households_occupied_ratio,business_applications_from_corporations,0.08256058034979427
pce_recreation,subsidies,0.08276760649970794
subsidies,pce_recreation,0.08276760649970794
edu_high_school,pce_total,0.08302729132457333
pce_total,edu_high_school,0.08302729132457333
edu_associate_degree,pce_clothing_footwear_and_related_services,0.08327921260658773
pce_clothing_footwear_and_related_services,edu_associate_degree,0.08327921260658773
pce_clothing_footwear_and_related_services,subsidies,0.08329527618189159
subsidies,pce_clothing_footwear_and_related_services,0.08329527618189159
pce_housing_utilities_and_fuels,subsidies,0.08336224686699396
subsidies,pce_housing_utilities_and_fuels,0.08336224686699396
subsidies,house_low_value_quartile,0.08337293217438109
house_low_value_quartile,subsidies,0.08337293217438109
median_age,edu_total,0.0835085925396336
edu_total,median_age,0.0835085925396336
pce_furnishings_household_equipment_and_routine_household_maintenance,edu_master_degree,0.0838220089496836
edu_master_degree,pce_furnishings_household_equipment_and_routine_household_maintenance,0.0838220089496836
taxes_on_production_and_imports_(topi),edu_total,0.08387118593706665
edu_total,taxes_on_production_and_imports_(topi),0.08387118593706665
gdp_compensation,pce_total,0.0839133334702461
pce_total,gdp_compensation,0.0839133334702461
edu_associate_degree,high_propensity_business_application,0.08480308989769156
high_propensity_business_application,edu_associate_degree,0.08480308989769156
pce_transportation,per_pupil_revenue,0.0857008355140602
per_pupil_revenue,pce_transportation,0.0857008355140602
edu_associate_degree,pce_education,0.08611560333627574
pce_education,edu_associate_degree,0.08611560333627574
gdp_compensation,pce_food_services_and_accommodations,0.08676990898860615
pce_food_services_and_accommodations,gdp_compensation,0.08676990898860615
pce_other_goods_and_services,edu_high_school,0.08681511701668694
edu_high_school,pce_other_goods_and_services,0.08681511701668694
subsidies,pce_food_and_beverages_purchased_for_off-premises_consumption,0.08746229767702005
pce_food_and_beverages_purchased_for_off-premises_consumption,subsidies,0.08746229767702005
pce_furnishings_household_equipment_and_routine_household_maintenance,subsidies,0.08749146733623271
subsidies,pce_furnishings_household_equipment_and_routine_household_maintenance,0.08749146733623271
edu_master_degree,median_age,0.08755160701525601
median_age,edu_master_degree,0.08755160701525601
median_income,business_applications_from_corporations,0.08825864095412898
business_applications_from_corporations,median_income,0.08825864095412898
taxes_on_production_and_imports_(topi),households_occupied_ratio,0.08851604885430683
households_occupied_ratio,taxes_on_production_and_imports_(topi),0.08851604885430683
edu_high_school,pce_transportation,0.0885769288903753
pce_transportation,edu_high_school,0.0885769288903753
pce_financial_services_and_insurance,edu_high_school,0.08870230819926525
edu_high_school,pce_financial_services_and_insurance,0.08870230819926525
pce_transportation,subsidies,0.08918028808918406
subsidies,pce_transportation,0.08918028808918406
gdp_compensation,pce_financial_services_and_insurance,0.08984231513352087
pce_financial_services_and_insurance,gdp_compensation,0.08984231513352087
edu_bachelor_degree,pce_food_and_beverages_purchased_for_off-premises_consumption,0.08984971795881772
pce_food_and_beverages_purchased_for_off-premises_consumption,edu_bachelor_degree,0.08984971795881772
pce_furnishings_household_equipment_and_routine_household_maintenance,edu_high_school,0.09015891659544525
edu_high_school,pce_furnishings_household_equipment_and_routine_household_maintenance,0.09015891659544525
pce_transportation,edu_bachelor_degree,0.09021649868674468
edu_bachelor_degree,pce_transportation,0.09021649868674468
subsidies,population,0.09038506494056274
population,subsidies,0.09038506494056274
edu_bachelor_degree,business_applications_from_corporations,0.09077900892764651
business_applications_from_corporations,edu_bachelor_degree,0.09077900892764651
pce_food_services_and_accommodations,edu_master_degree,0.09130112728567866
edu_master_degree,pce_food_services_and_accommodations,0.09130112728567866
gdp_compensation,pce_health,0.0914349333889634
pce_health,gdp_compensation,0.0914349333889634
pce_clothing_footwear_and_related_services,edu_master_degree,0.09205727246729171
edu_master_degree,pce_clothing_footwear_and_related_services,0.09205727246729171
pce_health,edu_master_degree,0.09215330080000363
edu_master_degree,pce_health,0.09215330080000363
per_cap_gdp_current_dollar,pce_transportation,0.09281072129814276
pce_transportation,per_cap_gdp_current_dollar,0.09281072129814276
per_pupil_expenditure,mean_usual_hours,0.09283474961348427
mean_usual_hours,per_pupil_expenditure,0.09283474961348427
pce_furnishings_household_equipment_and_routine_household_maintenance,per_pupil_expenditure,0.09323040737739867
per_pupil_expenditure,pce_furnishings_household_equipment_and_routine_household_maintenance,0.09323040737739867
edu_bachelor_degree,high_propensity_business_application,0.09411048341397706
high_propensity_business_application,edu_bachelor_degree,0.09411048341397706
pce_housing_utilities_and_fuels,edu_master_degree,0.09455929090548174
edu_master_degree,pce_housing_utilities_and_fuels,0.09455929090548174
edu_master_degree,pce_total,0.09460950399803174
pce_total,edu_master_degree,0.09460950399803174
pce_housing_utilities_and_fuels,edu_high_school,0.09484288124766609
edu_high_school,pce_housing_utilities_and_fuels,0.09484288124766609
pce_clothing_footwear_and_related_services,per_cap_gdp_current_dollar,0.09485583456898083
per_cap_gdp_current_dollar,pce_clothing_footwear_and_related_services,0.09485583456898083
business_applications,edu_associate_degree,0.09489224710958209
edu_associate_degree,business_applications,0.09489224710958209
edu_bachelor_degree,pce_health,0.09544607265793183
pce_health,edu_bachelor_degree,0.09544607265793183
per_cap_gdp_current_dollar,pce_furnishings_household_equipment_and_routine_household_maintenance,0.09571836981290849
pce_furnishings_household_equipment_and_routine_household_maintenance,per_cap_gdp_current_dollar,0.09571836981290849
pce_education,gdp_compensation,0.09613369588357899
gdp_compensation,pce_education,0.09613369588357899
per_pupil_revenue,pce_furnishings_household_equipment_and_routine_household_maintenance,0.09636928455786187
pce_furnishings_household_equipment_and_routine_household_maintenance,per_pupil_revenue,0.09636928455786187
pce_communication,edu_master_degree,0.09640181190602816
edu_master_degree,pce_communication,0.09640181190602816
edu_master_degree,pce_recreation,0.09690677653101688
pce_recreation,edu_master_degree,0.09690677653101688
per_capita_personal_income,high_propensity_business_application,0.09742062837941191
high_propensity_business_application,per_capita_personal_income,0.09742062837941191
edu_high_school,pce_clothing_footwear_and_related_services,0.09819870268530427
pce_clothing_footwear_and_related_services,edu_high_school,0.09819870268530427
pce_other_goods_and_services,gdp_compensation,0.098715658532298
gdp_compensation,pce_other_goods_and_services,0.098715658532298
population,taxes_on_production_and_imports_(topi),0.10004883409585111
taxes_on_production_and_imports_(topi),population,0.10004883409585111
per_cap_gdp_current_dollar,pce_food_and_beverages_purchased_for_off-premises_consumption,0.1021551216631015
pce_food_and_beverages_purchased_for_off-premises_consumption,per_cap_gdp_current_dollar,0.1021551216631015
per_pupil_expenditure,pce_clothing_footwear_and_related_services,0.10397707414335679
pce_clothing_footwear_and_related_services,per_pupil_expenditure,0.10397707414335679
pce_furnishings_household_equipment_and_routine_household_maintenance,edu_bachelor_degree,0.10428295196292907
edu_bachelor_degree,pce_furnishings_household_equipment_and_routine_household_maintenance,0.10428295196292907
median_age,gdp_current_dollar,0.1044079613119983
gdp_current_dollar,median_age,0.1044079613119983
poverty_rate,edu_high_school,0.10468619661672282
edu_high_school,poverty_rate,0.10468619661672282
pce_clothing_footwear_and_related_services,edu_bachelor_degree,0.10520839045406237
edu_bachelor_degree,pce_clothing_footwear_and_related_services,0.10520839045406237
households_occupied_ratio,year,0.10561790300072979
year,households_occupied_ratio,0.10561790300072979
per_pupil_revenue,pce_clothing_footwear_and_related_services,0.10580854797317929
pce_clothing_footwear_and_related_services,per_pupil_revenue,0.10580854797317929
edu_bachelor_degree,pce_food_services_and_accommodations,0.10596976333123324
pce_food_services_and_accommodations,edu_bachelor_degree,0.10596976333123324
edu_master_degree,pce_financial_services_and_insurance,0.10693858395625133
pce_financial_services_and_insurance,edu_master_degree,0.10693858395625133
edu_bachelor_degree,pce_total,0.10735467338801474
pce_total,edu_bachelor_degree,0.10735467338801474
high_propensity_business_application,median_income,0.10854046962673763
median_income,high_propensity_business_application,0.10854046962673763
per_capita_personal_income,edu_total,0.10874092143128684
edu_total,per_capita_personal_income,0.10874092143128684
poverty_rate,edu_total,0.10879030709335992
edu_total,poverty_rate,0.10879030709335992
median_income,subsidies,0.10901395893378757
subsidies,median_income,0.10901395893378757
pce_housing_utilities_and_fuels,edu_bachelor_degree,0.1093083746827386
edu_bachelor_degree,pce_housing_utilities_and_fuels,0.1093083746827386
pce_recreation,edu_high_school,0.10965725486256689
edu_high_school,pce_recreation,0.10965725486256689
per_pupil_expenditure,pce_food_and_beverages_purchased_for_off-premises_consumption,0.10990090977755154
pce_food_and_beverages_purchased_for_off-premises_consumption,per_pupil_expenditure,0.10990090977755154
pce_recreation,per_cap_gdp_current_dollar,0.11148498211454091
per_cap_gdp_current_dollar,pce_recreation,0.11148498211454091
pce_food_services_and_accommodations,edu_high_school,0.11184959670931567
edu_high_school,pce_food_services_and_accommodations,0.11184959670931567
per_cap_gdp_current_dollar,pce_communication,0.11202540334312797
pce_communication,per_cap_gdp_current_dollar,0.11202540334312797
per_pupil_expenditure,pce_recreation,0.11255223415628597
pce_recreation,per_pupil_expenditure,0.11255223415628597
per_cap_gdp_current_dollar,pce_housing_utilities_and_fuels,0.1133031538756878
pce_housing_utilities_and_fuels,per_cap_gdp_current_dollar,0.1133031538756878
pce_food_and_beverages_purchased_for_off-premises_consumption,per_pupil_revenue,0.11335797529693104
per_pupil_revenue,pce_food_and_beverages_purchased_for_off-premises_consumption,0.11335797529693104
edu_bachelor_degree,business_applications,0.11352456715168092
business_applications,edu_bachelor_degree,0.11352456715168092
median_age,population,0.11434623112507995
population,median_age,0.11434623112507995
gdp_current_dollar,gdp_compensation,0.11455679500345668
gdp_compensation,gdp_current_dollar,0.11455679500345668
population,poverty_rate,0.11456043839047668
poverty_rate,population,0.11456043839047668
pce_clothing_footwear_and_related_services,gdp_gross_operating_surplus,0.11596057736253783
gdp_gross_operating_surplus,pce_clothing_footwear_and_related_services,0.11596057736253783
pce_recreation,per_pupil_revenue,0.11615081402514668
per_pupil_revenue,pce_recreation,0.11615081402514668
edu_bachelor_degree,pce_other_goods_and_services,0.1162302769367098
pce_other_goods_and_services,edu_bachelor_degree,0.1162302769367098
edu_associate_degree,median_age,0.11671045827622682
median_age,edu_associate_degree,0.11671045827622682
pce_total,per_cap_gdp_current_dollar,0.11685914365425985
per_cap_gdp_current_dollar,pce_total,0.11685914365425985
year,business_applications,0.11701909659433324
business_applications,year,0.11701909659433324
edu_high_school,pce_communication,0.11719224866530702
pce_communication,edu_high_school,0.11719224866530702
gdp_gross_operating_surplus,edu_associate_degree,0.11721897018449125
edu_associate_degree,gdp_gross_operating_surplus,0.11721897018449125
per_pupil_revenue,poverty_rate,0.11736845568706349
poverty_rate,per_pupil_revenue,0.11736845568706349
edu_bachelor_degree,pce_communication,0.11785674054719128
