state,year,household_renter_occ_ratio,household_owner_occ_ratio
GA,2006,0.3094243653895441,0.6905756346104559
GA,2007,0.301620285434129,0.698379714565871
GA,2008,0.3115180009788127,0.6884819990211872
GA,2009,0.3213198537636921,0.6786801462363079
GA,2010,0.3351459946457424,0.6648540053542575
GA,2011,0.3495948584957524,0.6504051415042476
GA,2012,0.3558123098586706,0.6441876901413294
GA,2013,0.365643059329396,0.634356940670604
GA,2014,0.3692920484354575,0.6307079515645424
GA,2015,0.3736704500157516,0.6263295499842483
GA,2016,0.3758989188405272,0.6241010811594727
GA,2017,0.3587297723061385,0.6412702276938615
GA,2018,0.3472198155167186,0.6527801844832813
GA,2019,0.3385498188845981,0.6614501811154019
HI,2005,0.3702879600180268,0.6297120399819732
HI,2006,0.3722517951425977,0.6277482048574022
HI,2007,0.3731600982082524,0.6268399017917475
HI,2008,0.3885186511313007,0.6114813488686992
HI,2009,0.3986570502876105,0.6013429497123894
HI,2010,0.3851921004951008,0.6148078995048991
HI,2011,0.3957596297653298,0.6042403702346701
HI,2012,0.4045214783570152,0.5954785216429848
HI,2013,0.4140502597055201,0.5859497402944799
HI,2014,0.4039830006289331,0.5960169993710669
HI,2015,0.4101176877562933,0.5898823122437067
HI,2016,0.4048234809683082,0.5951765190316918
HI,2017,0.3813316867941144,0.6186683132058857
HI,2018,0.3921722158988971,0.6078277841011028
HI,2019,0.3685673372887948,0.6314326627112052
ID,2005,0.262409055669323,0.737590944330677
ID,2006,0.2687098998788271,0.7312901001211729
ID,2007,0.2629962512060417,0.7370037487939582
ID,2008,0.2771242900903393,0.7228757099096607
ID,2009,0.2777519355737311,0.7222480644262689
ID,2010,0.2849855980457685,0.7150144019542315
ID,2011,0.3007254340200792,0.6992745659799208
ID,2012,0.309870674656255,0.6901293253437449
ID,2013,0.3061173170238576,0.6938826829761424
ID,2014,0.3112901225836722,0.6887098774163278
ID,2015,0.3006606112685558,0.6993393887314441
ID,2016,0.2985576085483652,0.7014423914516348
ID,2017,0.2840206591950074,0.7159793408049926
ID,2018,0.2729293342930906,0.7270706657069094
ID,2019,0.2634240585085733,0.7365759414914267
IL,2005,0.2658392837951276,0.7341607162048723
IL,2006,0.2689019942961179,0.7310980057038821
IL,2007,0.2669223755225012,0.7330776244774988
IL,2008,0.276704069368631,0.723295930631369
IL,2009,0.2900616292046618,0.7099383707953382
IL,2010,0.2981558747102495,0.7018441252897505
IL,2011,0.3034301761513205,0.6965698238486795
IL,2012,0.3097313657565885,0.6902686342434114
IL,2013,0.3146991382423552,0.6853008617576448
IL,2014,0.3208482079335971,0.679151792066403
IL,2015,0.3260100215751199,0.6739899784248802
IL,2016,0.3169018264547962,0.6830981735452037
IL,2017,0.3104524444279483,0.6895475555720516
IL,2018,0.3092728149214648,0.6907271850785351
IL,2019,0.3003752561411243,0.6996247438588756
IN,2005,0.2489134095210336,0.7510865904789663
IN,2006,0.2485328207544878,0.7514671792455121
IN,2007,0.2515368501448118,0.7484631498551881
IN,2008,0.2530683501787972,0.7469316498212029
IN,2009,0.2712029526877601,0.7287970473122398
IN,2010,0.2755788744955739,0.7244211255044262
IN,2011,0.2793501416667786,0.7206498583332215
IN,2012,0.2852985370832388,0.7147014629167612
IN,2013,0.2919960929494471,0.7080039070505528
IN,2014,0.2926910800366992,0.7073089199633008
IN,2015,0.2971275078037839,0.7028724921962162
IN,2016,0.2946923216425191,0.7053076783574809
IN,2017,0.2852966423306295,0.7147033576693704
IN,2018,0.2816676419300313,0.7183323580699686
IN,2019,0.2748959820486874,0.7251040179513126
IA,2005,0.2338415414835979,0.7661584585164021
IA,2006,0.2298380063474326,0.7701619936525673
IA,2007,0.225940178767167,0.774059821232833
IA,2008,0.2342362836630105,0.7657637163369895
IA,2009,0.2430178540480924,0.7569821459519075
IA,2010,0.2463707381094265,0.7536292618905736
IA,2011,0.2475473121388355,0.7524526878611644
IA,2012,0.2549018223245348,0.7450981776754653
IA,2013,0.2634082819340832,0.7365917180659167
IA,2014,0.2617645190757246,0.7382354809242754
IA,2015,0.2645752920020483,0.7354247079979517
IA,2016,0.2664280956582295,0.7335719043417704
IA,2017,0.2530147341767497,0.7469852658232503
IA,2018,0.2565493473958144,0.7434506526041855
IA,2019,0.2638300766300436,0.7361699233699563
KS,2005,0.2683101881758391,0.7316898118241608
KS,2006,0.272254543678337,0.727745456321663
KS,2007,0.2613035125980233,0.7386964874019767
KS,2008,0.2711087793963342,0.7288912206036657
KS,2009,0.2948938743666902,0.7051061256333098
KS,2010,0.2898591594891541,0.7101408405108458
KS,2011,0.293493563904141,0.7065064360958591
KS,2012,0.3091739160951028,0.6908260839048972
KS,2013,0.3129708727240818,0.6870291272759181
KS,2014,0.30987324493601,0.69012675506399
KS,2015,0.3089199531036031,0.6910800468963969
KS,2016,0.3177399286554533,0.6822600713445466
KS,2017,0.3094502116688428,0.6905497883311571
KS,2018,0.3026122594264301,0.6973877405735699
KS,2019,0.2984480197460575,0.7015519802539425
KY,2005,0.2684968066834325,0.7315031933165674
KY,2006,0.2662852391307695,0.7337147608692305
KY,2007,0.273820991625984,0.7261790083740159
KY,2008,0.2844576968415468,0.7155423031584531
KY,2009,0.2981317251642006,0.7018682748357994
KY,2010,0.2997370388939805,0.7002629611060194
KY,2011,0.294098448041547,0.7059015519584529
KY,2012,0.3127862231193536,0.6872137768806463
KY,2013,0.3092210732051019,0.690778926794898
KY,2014,0.3223323706372238,0.6776676293627761
KY,2015,0.3257959143011563,0.6742040856988437
KY,2016,0.3155242576977727,0.6844757423022273
KY,2017,0.3134066261534041,0.6865933738465959
KY,2018,0.3107628948706449,0.6892371051293551
KY,2019,0.3083622029588886,0.6916377970411114
LA,2005,0.2954464118319347,0.7045535881680653
LA,2006,0.2962835098831993,0.7037164901168007
LA,2007,0.2984122728469592,0.7015877271530409
LA,2008,0.2982725245815997,0.7017274754184003
LA,2009,0.301965808815196,0.698034191184804
LA,2010,0.3126606790751949,0.6873393209248051
LA,2011,0.3194025098686784,0.6805974901313215
LA,2012,0.3301798910390625,0.6698201089609375
LA,2013,0.3262575345560585,0.6737424654439415
LA,2014,0.3437657870313436,0.6562342129686565
LA,2015,0.3413064631885768,0.6586935368114232
LA,2016,0.3373678414532312,0.6626321585467688
LA,2017,0.3329864422676664,0.6670135577323335
LA,2018,0.3286630398242658,0.6713369601757342
LA,2019,0.3163479933459249,0.683652006654075
ME,2005,0.2477398839112453,0.7522601160887548
ME,2006,0.2368494420173041,0.7631505579826959
ME,2007,0.2248656051617623,0.7751343948382377
ME,2008,0.2400796506134911,0.7599203493865088
ME,2009,0.2382241882973562,0.7617758117026439
ME,2010,0.2411088975265127,0.7588911024734872
ME,2011,0.2548700607979156,0.7451299392020845
ME,2012,0.2563925170504483,0.7436074829495517
ME,2013,0.2679678192929527,0.7320321807070473
ME,2014,0.2546090683443817,0.7453909316556183
ME,2015,0.2532710851150842,0.7467289148849158
ME,2016,0.2480466383191557,0.7519533616808443
ME,2017,0.2354036965991011,0.7645963034008989
ME,2018,0.2455472574176549,0.7544527425823451
ME,2019,0.2463913708123757,0.7536086291876243
MD,2005,0.27616062642754,0.72383937357246
MD,2006,0.2732362529424251,0.726763747057575
MD,2007,0.2690760756514048,0.7309239243485952
MD,2008,0.2765812599667659,0.7234187400332341
MD,2009,0.2850560275442434,0.7149439724557566
MD,2010,0.3062334188621836,0.6937665811378164
MD,2011,0.3034486358464522,0.6965513641535478
MD,2012,0.3135020506353888,0.6864979493646113
MD,2013,0.3127989557443992,0.6872010442556007
MD,2014,0.3218476943655314,0.6781523056344686
MD,2015,0.3235008681169661,0.6764991318830339
MD,2016,0.3222628249027555,0.6777371750972445
MD,2017,0.312391779029271,0.687608220970729
MD,2018,0.3016140736336912,0.6983859263663088
MD,2019,0.3083018115786798,0.6916981884213202
MA,2005,0.3053019152948635,0.6946980847051365
MA,2006,0.2983686715498825,0.7016313284501174
MA,2007,0.2983836232998352,0.7016163767001649
MA,2008,0.3060725051328103,0.6939274948671896
MA,2009,0.3112486877639245,0.6887513122360756
MA,2010,0.3322243451319422,0.6677756548680578
MA,2011,0.3331331472279816,0.6668668527720184
MA,2012,0.3358543493543667,0.6641456506456334
MA,2013,0.3449509654263439,0.6550490345736562
MA,2014,0.3444251091209425,0.6555748908790575
MA,2015,0.3435655046306833,0.6564344953693166
MA,2016,0.3385350911308754,0.6614649088691247
MA,2017,0.3376423105583483,0.6623576894416516
MA,2018,0.3373919951642328,0.6626080048357672
MA,2019,0.335149529633595,0.6648504703664049
MI,2005,0.2206174738989069,0.779382526101093
MI,2006,0.2168596670296602,0.7831403329703398
MI,2007,0.2239826331784801,0.7760173668215199
MI,2008,0.2334916868264225,0.7665083131735775
MI,2009,0.245317568156066,0.754682431843934
MI,2010,0.2512012740625336,0.7487987259374664
MI,2011,0.2622253609834564,0.7377746390165436
MI,2012,0.2682496521597575,0.7317503478402425
MI,2013,0.274236024639162,0.725763975360838
MI,2014,0.2761042705390401,0.7238957294609598
MI,2015,0.2719869678283217,0.7280130321716782
MI,2016,0.2726403648484806,0.7273596351515195
MI,2017,0.2610458512266432,0.7389541487733569
MI,2018,0.2618125569749405,0.7381874430250595
MI,2019,0.2549214112603471,0.7450785887396529
MN,2005,0.1996585867946278,0.8003414132053722
MN,2006,0.1954804375693228,0.8045195624306771
MN,2007,0.2059544224023119,0.794045577597688
MN,2008,0.2092062662269936,0.7907937337730063
MN,2009,0.2264716182813352,0.7735283817186648
MN,2010,0.2360447125699177,0.7639552874300822
MN,2011,0.2411761126426177,0.7588238873573823
MN,2012,0.2544532344102938,0.7455467655897061
MN,2013,0.2526354429996518,0.7473645570003482
MN,2014,0.2533217794268566,0.7466782205731435
MN,2015,0.2599439878423107,0.7400560121576892
MN,2016,0.254088189703065,0.7459118102969349
MN,2017,0.2499449451572952,0.7500550548427047
MN,2018,0.2493902718315531,0.7506097281684468
MN,2019,0.2399601384263935,0.7600398615736064
MS,2005,0.287819440569147,0.712180559430853
MS,2006,0.2803511566445679,0.7196488433554321
MS,2007,0.2809272143335784,0.7190727856664216
MS,2008,0.2904357034007029,0.709564296599297
MS,2009,0.2969502796062089,0.7030497203937911
MS,2010,0.300362881818106,0.699637118181894
MS,2011,0.3027843975626258,0.6972156024373741
MS,2012,0.3189383048475306,0.6810616951524694
MS,2013,0.3312336217142885,0.6687663782857115
MS,2014,0.320588250518938,0.679411749481062
MS,2015,0.329572578090875,0.670427421909125
MS,2016,0.3238125529670894,0.6761874470329106
MS,2017,0.3132394101183056,0.6867605898816944
MS,2018,0.3130342361180833,0.6869657638819167
MS,2019,0.3140781062083755,0.6859218937916245
MO,2005,0.2621831669895293,0.7378168330104706
MO,2006,0.2599988336110995,0.7400011663889006
MO,2007,0.2575235627076648,0.7424764372923351
MO,2008,0.2700371060259984,0.7299628939740016
MO,2009,0.281336169880754,0.7186638301192461
MO,2010,0.2872797032130563,0.7127202967869437
MO,2011,0.2951315942319006,0.7048684057680994
MO,2012,0.3001593083731975,0.6998406916268025
MO,2013,0.3048480203106395,0.6951519796893605
MO,2014,0.3085612706468998,0.6914387293531001
MO,2015,0.3158962647497755,0.6841037352502245
MO,2016,0.3143340301808012,0.6856659698191987
MO,2017,0.3032466050871703,0.6967533949128297
MO,2018,0.3019690319792755,0.6980309680207244
MO,2019,0.2956243134690044,0.7043756865309956
MT,2005,0.2843207771143939,0.715679222885606
MT,2006,0.2773188476721803,0.7226811523278196
MT,2007,0.2849330512933395,0.7150669487066605
MT,2008,0.2936448550450447,0.7063551449549553
MT,2009,0.2881699954238814,0.7118300045761186
MT,2010,0.283137345395089,0.716862654604911
MT,2011,0.295950894929592,0.7040491050704081
MT,2012,0.3145205400876382,0.6854794599123617
MT,2013,0.3178205294575655,0.6821794705424344
MT,2014,0.3362437819948285,0.6637562180051715
MT,2015,0.3108202318137363,0.6891797681862637
MT,2016,0.2952287184505864,0.7047712815494136
MT,2017,0.2764331646585559,0.7235668353414441
MT,2018,0.2977654982871078,0.7022345017128921
MT,2019,0.2776132751830819,0.722386724816918
NE,2005,0.2753606377594061,0.7246393622405939
NE,2006,0.2798011238495225,0.7201988761504774
NE,2007,0.2767342719078152,0.7232657280921848
NE,2008,0.2690658266486134,0.7309341733513866
NE,2009,0.2872315887558754,0.7127684112441246
NE,2010,0.2915525745476781,0.7084474254523219
NE,2011,0.2990176815095485,0.7009823184904515
NE,2012,0.309637307537337,0.690362692462663
NE,2013,0.3045154863847492,0.6954845136152508
NE,2014,0.3090649294140927,0.6909350705859073
NE,2015,0.3080605245759738,0.6919394754240262
NE,2016,0.3153401891994768,0.6846598108005232
NE,2017,0.3045682127082574,0.6954317872917426
NE,2018,0.3003184511591973,0.6996815488408026
NE,2019,0.2939854390685761,0.7060145609314239
NV,2005,0.37268680176762,0.62731319823238
NV,2006,0.36570237947764,0.63429762052236
NV,2007,0.383285084064313,0.616714915935687
NV,2008,0.4005917088300115,0.5994082911699885
NV,2009,0.3985343479860217,0.6014656520139783
NV,2010,0.4266637136835541,0.5733362863164458
NV,2011,0.4379674065782266,0.5620325934217734
NV,2012,0.4579604120694265,0.5420395879305735
NV,2013,0.4597452049352518,0.5402547950647483
NV,2014,0.4612025301324762,0.5387974698675237
NV,2015,0.4585315417175728,0.5414684582824272
NV,2016,0.4465879982275136,0.5534120017724864
NV,2017,0.4247957378186829,0.575204262181317
NV,2018,0.4112127795962129,0.5887872204037872
NV,2019,0.4149975036918737,0.5850024963081263
NH,2005,0.2273007325817337,0.7726992674182662
NH,2006,0.2342362087373625,0.7657637912626375
NH,2007,0.2194985295350698,0.7805014704649302
NH,2008,0.2320323718756802,0.7679676281243197
NH,2009,0.2324887994609424,0.7675112005390575
NH,2010,0.2536832582020984,0.7463167417979015
NH,2011,0.247665657348074,0.7523343426519259
NH,2012,0.2619017127721546,0.7380982872278454
NH,2013,0.2684400602531756,0.7315599397468244
NH,2014,0.2646456086885539,0.7353543913114461
NH,2015,0.2562486131004014,0.7437513868995986
NH,2016,0.2630596278703404,0.7369403721296597
NH,2017,0.260509016297627,0.739490983702373
NH,2018,0.2451001433881618,0.7548998566118382
NH,2019,0.2437484738040311,0.7562515261959688
NJ,2005,0.2921332307370585,0.7078667692629415
NJ,2006,0.2923694664194788,0.7076305335805212
NJ,2007,0.2923692223680598,0.7076307776319402
NJ,2008,0.2936558381829018,0.7063441618170981
NJ,2009,0.3081548689172672,0.6918451310827327
NJ,2010,0.3080993199104605,0.6919006800895395
NJ,2011,0.3247644042479616,0.6752355957520384
NJ,2012,0.3239100758563834,0.6760899241436167
NJ,2013,0.3340886660269122,0.6659113339730878
NJ,2014,0.3432029941110393,0.6567970058889607
NJ,2015,0.3446120611035111,0.6553879388964888
NJ,2016,0.3469180214743014,0.6530819785256986
NJ,2017,0.3396604005793776,0.6603395994206225
NJ,2018,0.3305140363038304,0.6694859636961696
NJ,2019,0.3367782145632872,0.6632217854367128
NM,2005,0.2881586477320899,0.7118413522679101
NM,2006,0.2756819118769682,0.7243180881230318
NM,2007,0.2783807370342429,0.7216192629657571
NM,2008,0.2912237212921192,0.7087762787078808
NM,2009,0.29234033901751,0.70765966098249
NM,2010,0.307152710197138,0.6928472898028619
NM,2011,0.3007925114434651,0.6992074885565349
NM,2012,0.3120761198756855,0.6879238801243145
NM,2013,0.3107399797469743,0.6892600202530257
NM,2014,0.3236784562641804,0.6763215437358195
NM,2015,0.3152294264473486,0.6847705735526514
NM,2016,0.3174158736888386,0.6825841263111614
NM,2017,0.305245940917459,0.694754059082541
NM,2018,0.3215514700329597,0.6784485299670402
NM,2019,0.305670809310188,0.6943291906898119
NY,2005,0.4057442734025631,0.5942557265974369
NY,2006,0.4072316454745968,0.5927683545254032
NY,2007,0.4095780625413253,0.5904219374586747
NY,2008,0.4097999013533697,0.5902000986466303
NY,2009,0.416798758453399,0.583201241546601
NY,2010,0.4272469167082522,0.5727530832917478
NY,2011,0.4363329585887356,0.5636670414112643
NY,2012,0.4357637390184685,0.5642362609815315
NY,2013,0.434923614839131,0.565076385160869
NY,2014,0.4416144722614589,0.5583855277385411
NY,2015,0.4409547590328068,0.5590452409671932
NY,2016,0.439493513725705,0.560506486274295
NY,2017,0.4323672377380294,0.5676327622619706
NY,2018,0.4301812811790612,0.5698187188209387
NY,2019,0.4290260158513542,0.5709739841486459
NC,2005,0.2983961200522028,0.7016038799477972
NC,2006,0.3035907687609488,0.6964092312390511
NC,2007,0.2977413481167317,0.7022586518832683
NC,2008,0.3023189976605891,0.6976810023394109
NC,2009,0.3111113946497649,0.688888605350235
NC,2010,0.3172337729001349,0.6827662270998651
NC,2011,0.328455615494871,0.671544384505129
NC,2012,0.3369365191729604,0.6630634808270396
NC,2013,0.3490778570837432,0.6509221429162568
NC,2014,0.3458529364930381,0.654147063506962
NC,2015,0.3514529292238429,0.6485470707761571
NC,2016,0.3484171089451983,0.6515828910548017
NC,2017,0.3325495210783871,0.6674504789216129
NC,2018,0.3323911926432695,0.6676088073567304
NC,2019,0.3299500656056959,0.670049934394304
ND,2005,0.2734164964856597,0.7265835035143403
ND,2006,0.2702984814562765,0.7297015185437234
ND,2007,0.2787625084588402,0.7212374915411598
ND,2008,0.2787648508645979,0.7212351491354021
ND,2009,0.2794845726826749,0.7205154273173251
ND,2010,0.282478985838634,0.7175210141613659
ND,2011,0.2937335705049205,0.7062664294950796
ND,2012,0.2960895926702301,0.70391040732977
ND,2013,0.2996668772615014,0.7003331227384986
ND,2014,0.3107407641212325,0.6892592358787675
ND,2015,0.3344857851346041,0.6655142148653959
ND,2016,0.315657652561375,0.684342347438625
ND,2017,0.3219115529653754,0.6780884470346247
ND,2018,0.3250126191678016,0.6749873808321984
ND,2019,0.3290255067253875,0.6709744932746124
OH,2005,0.2647522689489033,0.7352477310510966
OH,2006,0.2644102791457913,0.7355897208542086
OH,2007,0.2666218769810879,0.733378123018912
OH,2008,0.2772057185906832,0.7227942814093167
OH,2009,0.289741236757464,0.710258763242536
OH,2010,0.2951708632548988,0.7048291367451012
OH,2011,0.3058698530054243,0.6941301469945758
OH,2012,0.3135489860470845,0.6864510139529155
OH,2013,0.3154748977943911,0.6845251022056089
OH,2014,0.320324594241688,0.679675405758312
OH,2015,0.3193414939443132,0.6806585060556868
OH,2016,0.3205442491329199,0.67945575086708
OH,2017,0.3150943657422768,0.6849056342577231
OH,2018,0.3111916916772582,0.6888083083227418
OH,2019,0.307056816089324,0.692943183910676
OK,2005,0.2995579432741439,0.700442056725856
OK,2006,0.2977087327798827,0.7022912672201174
OK,2007,0.2987958483043053,0.7012041516956946
OK,2008,0.3119525592456566,0.6880474407543433
OK,2009,0.3140618385008312,0.6859381614991689
OK,2010,0.3100431955086535,0.6899568044913464
OK,2011,0.3194181384373973,0.6805818615626027
OK,2012,0.3274881076540715,0.6725118923459286
OK,2013,0.3340073487642234,0.6659926512357766
OK,2014,0.3392607057485949,0.660739294251405
OK,2015,0.3335551834669915,0.6664448165330086
OK,2016,0.3383376690257973,0.6616623309742027
OK,2017,0.332085437511089,0.667914562488911
OK,2018,0.3345767522919504,0.6654232477080496
OK,2019,0.3269534109436348,0.6730465890563653
OR,2005,0.3341993180545876,0.6658006819454123
OR,2006,0.3254027940457985,0.6745972059542015
OR,2007,0.3263487452919977,0.6736512547080022
OR,2008,0.3292810453991436,0.6707189546008564
OR,2009,0.3526146987604034,0.6473853012395965
OR,2010,0.3549566067880761,0.6450433932119238
OR,2011,0.3827664697425297,0.6172335302574703
OR,2012,0.3763294555660957,0.6236705444339044
OR,2013,0.3817745156775309,0.618225484322469
OR,2014,0.3856458465200671,0.6143541534799328
OR,2015,0.3734151189176093,0.6265848810823906
OR,2016,0.3633881998767944,0.6366118001232056
OR,2017,0.3477558476303919,0.6522441523696081
OR,2018,0.3539265203443871,0.6460734796556129
OR,2019,0.3395228708744961,0.6604771291255038
PA,2005,0.2449372229925887,0.7550627770074113
PA,2006,0.2412458527145883,0.7587541472854117
PA,2007,0.2449304048355778,0.7550695951644222
PA,2008,0.2526219475034458,0.7473780524965542
PA,2009,0.2571869198688812,0.7428130801311188
PA,2010,0.2644992472432773,0.7355007527567227
PA,2011,0.2700232666205234,0.7299767333794767
PA,2012,0.2793800784577207,0.7206199215422793
PA,2013,0.2797494863668475,0.7202505136331525
PA,2014,0.2822753084582344,0.7177246915417655
PA,2015,0.2833235236635584,0.7166764763364415
PA,2016,0.2853946121824552,0.7146053878175447
PA,2017,0.2820887722217866,0.7179112277782134
PA,2018,0.2805330225935009,0.719466977406499
PA,2019,0.2823337730661851,0.7176662269338149
