GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "00000","United States", ,SAPCE1,16,"...","   Health care","Millions of current dollars",790948,832045,863589,918425,996564,1082872,1154049,1238873,1320533,1391892,1478209,1555346,1632737,1699559,1757146,1821293,1858240,1940547,2057323,2159428,2238800,2339568,2458155,2308401
 "00000","United States", ,SAPCE1,17,"...","   Transportation services","Millions of current dollars",211803,225180,241344,261279,259800,251873,259618,271150,283884,297056,307553,312689,297362,305153,328362,341050,359937,383042,398671,419677,440878,469376,495315,363441
 "00000","United States", ,SAPCE1,18,"...","   Recreation services","Millions of current dollars",208317,220204,238055,254390,262290,271403,288865,311479,328124,351278,375594,389069,388399,403743,409015,430769,447060,466595,491667,518632,542255,564662,583255,416512
 "00000","United States", ,SAPCE1,19,"...","   Food services and accommodations","Millions of current dollars",343427,361836,380331,408781,419664,436311,462716,498229,533632,570600,601498,620152,612688,635671,669465,704928,732251,776934,832868,873210,913544,960805,1008270,801547
 "00000","United States", ,SAPCE1,20,"...","   Financial services and insurance","Millions of current dollars",408884,446059,484588,541925,529302,539046,574199,619316,676845,719530,762695,777456,720512,767987,811064,830923,869309,922941,974430,996139,1068958,1151901,1171585,1196283
 "00000","United States", ,SAPCE1,21,"...","   Other services","Millions of current dollars",451495,494205,527427,572611,614012,640754,682108,717887,752752,802324,845677,872143,870308,887933,910551,924374,930699,977722,1007291,1052077,1095008,1156721,1221779,1118540
 "00000","United States", ,SAPCE1,22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Millions of current dollars",105588,123807,138229,158041,179083,198343,205511,206372,210268,239184,248780,287292,289180,294438,311856,341546,352590,365596,371584,401433,417947,444665,439890,520876
 "00000","United States", ,SAPCE1,23,"...","   Gross output of nonprofit institutions","Millions of current dollars",502624,542521,576319,621641,676441,737060,774643,818994,868456,932226,983141,1047353,1088289,1128598,1173519,1236513,1271725,1322387,1383261,1460123,1510247,1587771,1643580,1644766
 "00000","United States", ,SAPCE1,24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions","Millions of current dollars",397036,418714,438090,463600,497359,538718,569131,612622,658188,693041,734361,760060,799109,834159,861663,894967,919135,956791,1011677,1058690,1092300,1143106,1203690,1123890
 "01000","Alabama",5,SAPCE1,1,"...","Personal consumption expenditures","Millions of current dollars",77070.9,80481.0,85034.2,89929.0,93426.3,97418.0,102313.2,108647.0,115868.6,121798.9,127522.3,130497.7,128675.8,132956.3,137347.4,140347.7,144027.9,148689.4,152755.9,157119.9,163367.8,170857.1,177751.0,176479.8
 "01000","Alabama",5,SAPCE1,2,"..."," Goods","Millions of current dollars",29995.6,30983.5,33160.7,34957.7,36103.3,37681.1,39777.5,42550.4,45480.9,47934.9,49824.8,49800.5,47519.5,49411.3,51915.2,53205.7,54377.8,55697.1,56053.7,56370.8,58146.8,60506.0,62304.5,65664.5
 "01000","Alabama",5,SAPCE1,3,"...","  Durable goods","Millions of current dollars",9990.1,10678.2,11586.0,11949.6,12226.2,13059.6,13427.5,14203.4,14885.3,15346.7,15862.2,14359.9,13287.7,13875.3,14444.1,15071.9,15539.1,16053.4,16834.2,17323.0,17852.2,18708.3,19339.0,21400.5
 "01000","Alabama",5,SAPCE1,4,"...","   Motor vehicles and parts","Millions of current dollars",4890.3,5291.3,5784.0,5827.2,6085.2,6490.7,6531.0,6669.9,6793.2,6714.3,6796.3,5701.4,5180.2,5731.1,6082.2,6512.4,6757.0,6995.7,7427.1,7602.4,7793.8,8109.3,8073.1,8813.5
 "01000","Alabama",5,SAPCE1,5,"...","   Furnishings and durable household equipment","Millions of current dollars",2164.5,2271.3,2417.6,2531.2,2544.7,2712.4,2826.3,3065.7,3335.3,3523.0,3610.8,3347.0,3068.6,3060.9,3097.8,3172.8,3256.5,3377.9,3596.7,3782.9,3953.3,4221.9,4485.2,5145.5
 "01000","Alabama",5,SAPCE1,6,"...","   Recreational goods and vehicles","Millions of current dollars",1846.5,1934.0,2082.0,2226.5,2238.6,2392.0,2569.3,2846.4,3024.5,3224.4,3430.1,3309.1,3050.4,3011.5,3076.4,3162.8,3232.4,3296.2,3330.6,3499.0,3662.5,3872.4,4224.6,4995.4
 "01000","Alabama",5,SAPCE1,7,"...","   Other durable goods","Millions of current dollars",1088.9,1181.7,1302.3,1364.7,1357.7,1464.5,1500.9,1621.4,1732.3,1884.9,2025.1,2002.5,1988.5,2071.9,2187.7,2223.9,2293.2,2383.6,2479.7,2438.7,2442.6,2504.6,2556.1,2446.1
 "01000","Alabama",5,SAPCE1,8,"...","  Nondurable goods","Millions of current dollars",20005.5,20305.2,21574.7,23008.1,23877.2,24621.4,26350.1,28347.0,30595.6,32588.2,33962.5,35440.5,34231.8,35536.0,37471.2,38133.8,38838.8,39643.7,39219.5,39047.9,40294.7,41797.8,42965.5,44264.0
 "01000","Alabama",5,SAPCE1,9,"...","   Food and beverages purchased for off-premises consumption","Millions of current dollars",7747.3,7866.4,8166.4,8335.8,8794.1,9044.5,9338.2,9686.5,10034.4,10259.0,10571.2,11023.6,11171.0,11263.3,11641.5,11840.2,11889.6,12214.6,12471.7,12741.1,13005.9,13434.3,13852.6,15383.7
 "01000","Alabama",5,SAPCE1,10,"...","   Clothing and footwear","Millions of current dollars",3249.7,3418.4,3575.1,3674.7,3678.3,3704.2,3760.6,3959.3,4180.1,4342.6,4411.7,4367.2,4250.2,4401.0,4536.9,4544.9,4606.4,4698.1,4790.0,4851.6,4855.1,4978.1,5056.6,4861.0
 "01000","Alabama",5,SAPCE1,11,"...","   Gasoline and other energy goods","Millions of current dollars",2485.3,2165.5,2388.6,3112.5,2915.8,2732.1,3227.4,3813.1,4652.1,5379.9,5734.3,6494.0,4760.9,5672.8,6946.9,7044.6,7013.4,6615.2,5026.4,4421.8,4913.1,5451.9,5265.5,3875.2
 "01000","Alabama",5,SAPCE1,12,"...","   Other nondurable goods","Millions of current dollars",6523.0,6855.0,7444.5,7885.2,8489.0,9140.7,10023.9,10888.0,11729.0,12606.8,13245.3,13555.7,14049.7,14198.9,14345.8,14704.1,15329.4,16115.9,16931.4,17033.4,17520.5,17933.5,18790.8,20144.1
 "01000","Alabama",5,SAPCE1,13,"..."," Services","Millions of current dollars",47075.4,49497.5,51873.5,54971.2,57323.0,59737.0,62535.6,66096.6,70387.7,73864.0,77697.5,80697.3,81156.4,83545.0,85432.2,87142.0,89650.0,92992.3,96702.2,100749.1,105220.9,110351.1,115446.4,110815.3
 "01000","Alabama",5,SAPCE1,14,"...","  Household consumption expenditures (for services)","Millions of current dollars",46261.5,48483.5,50628.5,53594.2,55902.0,58272.9,61194.7,64637.6,68922.7,72413.0,75985.5,78536.9,79025.1,81440.8,83221.9,84796.4,87229.5,90373.8,94236.7,97938.3,102252.0,107265.4,112568.7,106781.9
 "01000","Alabama",5,SAPCE1,15,"...","   Housing and utilities","Millions of current dollars",13167.0,13826.6,14515.5,15473.6,16588.3,17133.1,17741.2,18721.4,20101.5,21480.1,22990.0,24148.6,24494.6,25265.5,25535.5,25662.6,26270.3,26623.7,27091.9,27858.8,28544.4,29896.5,31098.2,32167.3
 "01000","Alabama",5,SAPCE1,16,"...","   Health care","Millions of current dollars",12481.0,12855.8,13057.6,13704.9,14610.5,15874.1,16615.8,17678.1,19021.3,19808.5,20625.4,21228.1,22005.8,22563.3,23028.2,24017.4,24564.0,25243.9,26509.5,27404.6,28271.4,29301.7,30933.6,29057.6
 "01000","Alabama",5,SAPCE1,17,"...","   Transportation services","Millions of current dollars",2272.8,2432.3,2587.1,2667.0,2625.1,2511.6,2639.6,2817.6,2947.9,3003.2,3074.3,3127.9,2974.4,3005.8,3166.8,3169.4,3230.5,3412.9,3397.5,3614.4,3752.4,3868.5,4141.5,3518.8
 "01000","Alabama",5,SAPCE1,18,"...","   Recreation services","Millions of current dollars",2839.0,2931.6,3059.0,3121.8,3139.7,3170.0,3304.2,3482.0,3583.8,3745.7,3899.5,3977.4,3933.6,3980.9,3887.6,4011.6,4182.0,4291.7,4511.4,4661.5,4814.5,4904.3,5048.6,3880.2
 "01000","Alabama",5,SAPCE1,19,"...","   Food services and accommodations","Millions of current dollars",4278.7,4464.6,4714.8,4874.9,4967.1,5128.9,5494.5,5839.9,6282.4,6707.3,7040.7,7364.5,7440.6,7689.8,7963.4,8269.7,8630.1,9135.9,9859.1,10455.7,11025.3,11513.3,12048.2,10505.3
 "01000","Alabama",5,SAPCE1,20,"...","   Financial services and insurance","Millions of current dollars",5026.6,5399.4,5815.8,6434.4,6359.3,6554.4,7039.1,7411.9,7967.9,8315.2,8612.2,8704.5,8125.1,8678.6,8992.2,8972.4,9156.8,9649.5,10215.4,10506.8,11425.8,12534.2,13090.5,13448.0
 "01000","Alabama",5,SAPCE1,21,"...","   Other services","Millions of current dollars",6196.3,6573.2,6878.7,7317.5,7612.0,7900.8,8360.3,8686.8,9017.9,9353.0,9743.4,9985.9,10051.0,10257.0,10648.3,10693.3,11195.9,12016.0,12651.9,13436.6,14418.2,15246.9,16208.2,14204.6
 "01000","Alabama",5,SAPCE1,22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Millions of current dollars",813.9,1014.0,1245.0,1377.0,1421.0,1464.0,1341.0,1459.0,1465.0,1451.1,1712.0,2160.3,2131.3,2104.1,2210.3,2345.6,2420.5,2618.6,2465.5,2810.8,2969.0,3085.7,2877.7,4033.4
 "01000","Alabama",5,SAPCE1,23,"...","   Gross output of nonprofit institutions","Millions of current dollars",6320.0,6804.0,7353.0,7807.0,8183.0,8697.0,8861.0,9642.0,10347.0,10823.0,11839.0,12525.0,12934.9,13303.7,13675.8,14091.9,14535.9,14908.7,15386.8,16001.7,16629.4,17382.7,18085.0,18199.8
 "01000","Alabama",5,SAPCE1,24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions","Millions of current dollars",5506.1,5790.0,6108.0,6430.0,6762.0,7233.0,7520.0,8183.0,8882.0,9372.0,10127.0,10364.7,10803.6,11199.5,11465.4,11746.3,12115.3,12290.1,12921.3,13190.9,13660.4,14297.1,15207.3,14166.4
 "02000","Alaska",8,SAPCE1,1,"...","Personal consumption expenditures","Millions of current dollars",14205.6,14922.5,15857.8,17079.7,18093.4,19397.3,20522.0,21809.9,23313.9,24497.2,25924.9,27186.6,27410.3,28597.2,30162.4,31169.8,31709.4,32820.9,33496.5,34218.2,35238.1,36644.8,37779.7,35635.7
 "02000","Alaska",8,SAPCE1,2,"..."," Goods","Millions of current dollars",5303.7,5470.8,5834.4,6103.6,6283.8,6705.5,7094.5,7583.7,7943.8,8232.0,8561.1,8761.9,8484.1,8776.5,9244.8,9476.7,9509.9,9718.4,9620.5,9610.4,9796.0,9998.7,10142.0,10478.0
 "02000","Alaska",8,SAPCE1,3,"...","  Durable goods","Millions of current dollars",1963.6,2090.2,2261.6,2332.3,2443.3,2712.2,2863.6,3054.1,3131.4,3149.4,3225.3,3079.6,2938.3,2947.3,3018.2,3154.0,3226.6,3354.2,3473.0,3579.9,3742.5,3841.2,3940.5,4298.2
 "02000","Alaska",8,SAPCE1,4,"...","   Motor vehicles and parts","Millions of current dollars",795.0,871.4,986.6,1033.7,1108.6,1260.7,1292.1,1318.4,1252.1,1161.2,1157.8,998.3,976.2,999.7,1015.7,1112.3,1165.8,1201.0,1265.1,1258.1,1281.7,1257.3,1241.9,1357.6
 "02000","Alaska",8,SAPCE1,5,"...","   Furnishings and durable household equipment","Millions of current dollars",376.1,391.1,412.1,430.1,454.2,517.6,551.0,593.0,648.6,674.4,686.8,699.1,664.0,669.1,682.1,699.9,707.9,745.1,778.0,783.6,797.3,844.6,884.0,942.3
 "02000","Alaska",8,SAPCE1,6,"...","   Recreational goods and vehicles","Millions of current dollars",557.3,582.9,595.6,598.3,614.4,655.7,723.3,819.1,887.8,946.6,993.2,994.5,931.1,903.7,920.2,937.9,947.5,993.3,1003.2,1106.4,1227.9,1294.8,1363.3,1586.6
 "02000","Alaska",8,SAPCE1,7,"...","   Other durable goods","Millions of current dollars",235.2,244.9,267.3,270.2,266.1,278.2,297.1,323.6,342.8,367.2,387.4,387.7,367.1,374.7,400.3,403.9,405.4,414.7,426.8,431.9,435.6,444.4,451.2,411.7
 "02000","Alaska",8,SAPCE1,8,"...","  Nondurable goods","Millions of current dollars",3340.1,3380.6,3572.8,3771.3,3840.5,3993.3,4230.9,4529.6,4812.4,5082.6,5335.8,5682.3,5545.8,5829.2,6226.6,6322.7,6283.2,6364.2,6147.5,6030.5,6053.5,6157.5,6201.5,6179.8
 "02000","Alaska",8,SAPCE1,9,"...","   Food and beverages purchased for off-premises consumption","Millions of current dollars",1450.0,1512.4,1580.7,1636.3,1689.2,1777.0,1894.4,2009.6,2135.5,2254.4,2396.6,2555.5,2581.1,2650.5,2769.8,2821.7,2818.0,2814.4,2773.3,2721.7,2708.3,2742.8,2778.4,2955.2
 "02000","Alaska",8,SAPCE1,10,"...","   Clothing and footwear","Millions of current dollars",515.6,520.8,537.1,540.7,544.8,552.3,570.2,592.8,607.3,625.1,627.2,634.5,610.3,628.7,654.7,663.3,661.1,671.5,677.4,676.1,664.9,678.9,682.4,600.0
 "02000","Alaska",8,SAPCE1,11,"...","   Gasoline and other energy goods","Millions of current dollars",432.7,375.7,420.1,534.9,481.4,457.0,501.6,591.8,662.5,711.9,762.2,881.5,668.3,796.2,976.4,1008.8,991.2,931.3,678.5,568.7,600.6,653.2,622.4,440.9
 "02000","Alaska",8,SAPCE1,12,"...","   Other nondurable goods","Millions of current dollars",941.8,971.6,1034.8,1059.4,1125.1,1207.0,1264.7,1335.4,1407.2,1491.3,1549.7,1610.9,1686.2,1753.8,1825.7,1828.8,1812.9,1947.0,2018.3,2063.9,2079.7,2082.6,2118.3,2183.7
 "02000","Alaska",8,SAPCE1,13,"..."," Services","Millions of current dollars",8901.9,9451.6,10023.5,10976.1,11809.6,12691.9,13427.5,14226.2,15370.1,16265.2,17363.9,18424.6,18926.2,19820.8,20917.6,21693.1,22199.5,23102.5,23876.0,24607.8,25442.2,26646.1,27637.7,25157.6
 "02000","Alaska",8,SAPCE1,14,"...","  Household consumption expenditures (for services)","Millions of current dollars",8468.5,8933.6,9469.4,10325.1,11100.6,11880.9,12609.5,13439.2,14461.0,15249.2,16287.9,17213.3,17607.2,18416.7,19366.1,20018.2,20467.2,21373.0,22148.6,22793.6,23511.7,24618.1,25573.8,22994.8
 "02000","Alaska",8,SAPCE1,15,"...","   Housing and utilities","Millions of current dollars",2378.3,2513.6,2656.6,2825.4,3022.8,3171.0,3309.5,3510.3,3784.4,3969.0,4281.9,4552.2,4682.0,4825.5,5123.0,5273.3,5345.5,5477.2,5555.8,5689.6,5842.7,5998.5,6129.0,6236.5
 "02000","Alaska",8,SAPCE1,16,"...","   Health care","Millions of current dollars",1719.2,1861.1,2023.3,2333.6,2730.2,3082.1,3299.8,3522.2,3860.9,4067.4,4436.0,4792.6,5093.4,5449.4,5764.5,6018.3,6169.9,6531.0,6832.5,7167.1,7456.0,8008.3,8451.0,7664.7
 "02000","Alaska",8,SAPCE1,17,"...","   Transportation services","Millions of current dollars",563.1,589.6,638.0,705.0,742.4,745.2,769.9,782.3,813.9,829.7,859.7,904.7,882.1,906.0,963.1,977.4,1062.0,1116.8,1169.4,1233.5,1276.0,1329.8,1426.7,1087.0
 "02000","Alaska",8,SAPCE1,18,"...","   Recreation services","Millions of current dollars",646.7,664.9,715.3,765.0,783.4,841.4,906.2,992.4,1060.8,1125.9,1228.2,1299.3,1327.3,1370.8,1385.2,1465.8,1556.7,1656.1,1734.4,1774.0,1810.1,1848.7,1898.9,1235.8
 "02000","Alaska",8,SAPCE1,19,"...","   Food services and accommodations","Millions of current dollars",1091.0,1114.3,1169.5,1262.6,1300.6,1397.8,1518.3,1634.2,1721.9,1833.4,1915.8,1994.8,1962.8,2060.3,2187.3,2287.9,2319.7,2434.3,2551.7,2549.8,2565.0,2598.9,2693.3,1955.6
 "02000","Alaska",8,SAPCE1,20,"...","   Financial services and insurance","Millions of current dollars",848.3,883.8,921.9,999.6,993.5,1029.9,1113.2,1206.1,1329.0,1417.7,1500.4,1553.7,1493.1,1617.4,1725.8,1781.5,1843.5,1950.0,2064.5,2101.3,2283.8,2452.0,2511.6,2506.6
 "02000","Alaska",8,SAPCE1,21,"...","   Other services","Millions of current dollars",1221.8,1306.2,1344.9,1433.9,1527.7,1613.5,1692.6,1791.8,1890.3,2006.2,2065.9,2115.9,2166.5,2187.4,2217.2,2214.0,2170.0,2207.7,2240.3,2278.4,2278.1,2382.0,2463.4,2308.5
 "02000","Alaska",8,SAPCE1,22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Millions of current dollars",433.4,518.0,554.0,651.0,709.0,811.0,818.0,787.0,909.0,1016.0,1076.0,1211.3,1319.0,1404.1,1551.5,1674.9,1732.3,1729.5,1727.4,1814.2,1930.4,2028.0,2063.8,2162.8
 "02000","Alaska",8,SAPCE1,23,"...","   Gross output of nonprofit institutions","Millions of current dollars",1396.0,1551.0,1616.0,1785.0,1890.0,2089.0,2113.0,2142.0,2423.0,2637.0,2794.0,2977.3,3185.0,3357.6,3583.7,3772.8,3896.9,3922.9,4025.1,4209.1,4498.5,4772.7,4955.2,4769.3
 "02000","Alaska",8,SAPCE1,24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions","Millions of current dollars",962.6,1033.0,1062.0,1134.0,1181.0,1278.0,1295.0,1355.0,1514.0,1621.0,1718.0,1766.0,1866.0,1953.5,2032.2,2097.9,2164.7,2193.4,2297.7,2394.8,2568.0,2744.7,2891.4,2606.5
 "04000","Arizona",6,SAPCE1,1,"...","Personal consumption expenditures","Millions of current dollars",96365.6,103672.5,111782.8,121307.4,127156.3,133548.3,142735.1,155232.9,169864.4,184147.5,194613.9,197047.5,190809.0,196465.9,203335.5,209724.4,215979.0,226189.9,234868.8,244414.7,258497.8,273434.1,287659.7,287090.1
 "04000","Arizona",6,SAPCE1,2,"..."," Goods","Millions of current dollars",34819.8,36938.1,40470.3,44220.7,45923.7,47659.0,51267.2,56485.0,62765.5,68600.1,71183.2,68860.9,63078.0,65087.4,68442.5,70503.4,72624.5,76270.8,77612.4,79563.5,84568.1,88979.0,92588.9,100085.5
 "04000","Arizona",6,SAPCE1,3,"...","  Durable goods","Millions of current dollars",13037.2,14528.5,15900.1,17594.4,18445.0,19522.1,20804.6,22709.6,24749.1,26566.6,26775.3,23077.3,20136.4,20608.0,21578.6,22536.5,23553.9,24821.8,26472.6,27622.2,29455.4,31308.6,32907.1,37094.6
 "04000","Arizona",6,SAPCE1,4,"...","   Motor vehicles and parts","Millions of current dollars",5277.3,5831.4,6428.2,6853.7,7364.5,7648.8,7901.9,8444.5,9067.7,9256.4,9393.9,7187.1,6045.6,6501.3,7094.3,7913.7,8493.7,9021.8,9808.0,10099.4,10660.0,11422.6,11695.7,13584.7
 "04000","Arizona",6,SAPCE1,5,"...","   Furnishings and durable household equipment","Millions of current dollars",3078.0,3411.1,3673.3,4130.4,4249.4,4508.4,4811.7,5417.4,6198.7,6737.9,6424.9,5618.9,4777.4,4760.5,4898.5,5096.1,5383.3,5753.6,6115.5,6486.1,6997.9,7585.7,7931.7,8898.2
 "04000","Arizona",6,SAPCE1,6,"...","   Recreational goods and vehicles","Millions of current dollars",3100.5,3582.4,3939.3,4547.8,4742.3,5085.9,5557.3,6032.4,6385.0,7045.8,7069.2,6508.8,5677.4,5594.8,5605.4,5488.8,5488.2,5681.4,5898.1,6320.7,6920.2,7237.2,8084.0,9579.7
 "04000","Arizona",6,SAPCE1,7,"...","   Other durable goods","Millions of current dollars",1581.4,1703.6,1859.3,2062.5,2088.8,2279.1,2533.8,2815.2,3097.7,3526.5,3887.2,3762.5,3636.1,3751.4,3980.4,4037.9,4188.7,4365.0,4651.0,4716.0,4877.2,5063.1,5195.6,5032.0
 "04000","Arizona",6,SAPCE1,8,"...","  Nondurable goods","Millions of current dollars",21782.6,22409.6,24570.3,26626.3,27478.7,28136.9,30462.6,33775.4,38016.4,42033.5,44408.0,45783.6,42941.6,44479.4,46864.0,47966.8,49070.6,51449.0,51139.8,51941.2,55112.7,57670.4,59681.8,62990.9
 "04000","Arizona",6,SAPCE1,9,"...","   Food and beverages purchased for off-premises consumption","Millions of current dollars",8135.9,8470.6,9186.7,9438.4,9949.9,10304.6,11042.6,12296.3,13600.0,14805.2,15815.8,16428.2,16138.0,16328.8,16585.6,16847.8,17054.9,18024.3,18537.3,19046.5,20013.1,20507.0,20789.1,23479.5
 "04000","Arizona",6,SAPCE1,10,"...","   Clothing and footwear","Millions of current dollars",3582.6,3713.4,3977.5,4267.3,4346.4,4524.4,4778.0,5137.9,5609.1,6044.5,6234.2,6042.9,5856.0,6078.5,6302.9,6502.3,6704.7,6904.9,7082.1,7206.9,7368.1,7620.7,7752.3,7400.4
 "04000","Arizona",6,SAPCE1,11,"...","   Gasoline and other energy goods","Millions of current dollars",2981.5,2685.8,2996.0,3758.5,3572.6,3248.2,3798.3,4439.1,5692.4,6556.7,7408.9,8163.8,5847.1,6574.6,8118.0,8494.3,8454.4,8138.4,6309.8,5570.9,6350.2,7199.1,7116.6,5166.2
 "04000","Arizona",6,SAPCE1,12,"...","   Other nondurable goods","Millions of current dollars",7082.6,7539.9,8410.1,9162.2,9609.9,10059.7,10843.7,11902.1,13115.0,14627.1,14949.1,15148.8,15100.4,15497.5,15857.5,16122.5,16856.5,18381.3,19210.7,20117.0,21381.2,22343.6,24023.7,26944.9
 "04000","Arizona",6,SAPCE1,13,"..."," Services","Millions of current dollars",61545.7,66734.4,71312.5,77086.7,81232.6,85889.2,91467.9,98747.8,107098.9,115547.4,123430.7,128186.6,127731.0,131378.5,134893.0,139221.0,143354.5,149919.2,157256.4,164851.2,173929.7,184455.0,195070.9,187004.7
 "04000","Arizona",6,SAPCE1,14,"...","  Household consumption expenditures (for services)","Millions of current dollars",60601.0,65688.3,70047.4,75642.7,79641.7,84163.2,89847.9,96839.8,105569.8,113241.3,120479.7,124775.0,124539.5,128224.7,131548.0,135631.1,139564.6,146024.4,153446.9,160647.6,169570.5,179729.4,190495.5,180966.9
 "04000","Arizona",6,SAPCE1,15,"...","   Housing and utilities","Millions of current dollars",20066.4,21396.9,22710.5,24284.9,26165.5,27615.0,28831.6,30583.6,33085.8,35439.1,37831.7,39789.1,40084.2,40907.3,41325.7,42214.7,42915.7,43715.9,44943.2,47179.2,48983.4,51321.8,54252.1,56762.5
 "04000","Arizona",6,SAPCE1,16,"...","   Health care","Millions of current dollars",11339.5,12290.5,12768.2,13843.3,15143.2,16928.6,18757.5,20448.5,22801.7,24211.2,25813.6,27571.5,28951.9,30325.9,31049.7,32156.4,32936.0,34402.5,36875.1,39031.9,41152.3,43505.4,46686.0,44879.4
 "04000","Arizona",6,SAPCE1,17,"...","   Transportation services","Millions of current dollars",4342.0,4770.4,5221.4,5651.1,5544.8,5502.9,5715.6,5973.5,6464.8,6979.7,7255.9,7380.3,6931.0,7050.1,7710.0,8051.4,8409.0,9002.3,9396.9,9834.9,10608.7,11175.1,12237.0,8696.5
 "04000","Arizona",6,SAPCE1,18,"...","   Recreation services","Millions of current dollars",3590.3,3875.4,4240.8,4500.0,4680.7,4908.9,5285.2,5837.5,6096.6,6799.7,7375.1,7389.7,7346.7,7434.5,7416.5,7826.6,8361.4,9023.9,9829.9,10615.2,11695.4,12546.5,12993.4,9795.0
