state,year,median_income
New Jersey,2013,70165.0
New Jersey,2014,71919.0
New Jersey,2015,72222.0
New Jersey,2016,76126.0
New Jersey,2017,80088.0
New Jersey,2018,81740.0
New Jersey,2019,85751.0
New Mexico,2005,37492.0
New Mexico,2006,40629.0
New Mexico,2007,41452.0
New Mexico,2008,43508.0
New Mexico,2009,43028.0
New Mexico,2010,42090.0
New Mexico,2011,41963.0
New Mexico,2012,42558.0
New Mexico,2013,43872.0
New Mexico,2014,44803.0
New Mexico,2015,45382.0
New Mexico,2016,46748.0
New Mexico,2017,46744.0
New Mexico,2018,47169.0
New Mexico,2019,51945.0
New York,2005,49480.0
New York,2006,51384.0
New York,2007,53514.0
New York,2008,56033.0
New York,2009,54659.0
New York,2010,54148.0
New York,2011,55246.0
New York,2012,56448.0
New York,2013,57369.0
New York,2014,58878.0
New York,2015,60850.0
New York,2016,62909.0
New York,2017,64894.0
New York,2018,67844.0
New York,2019,72108.0
North Carolina,2005,40729.0
North Carolina,2006,42625.0
North Carolina,2007,44670.0
North Carolina,2008,46549.0
North Carolina,2009,43674.0
North Carolina,2010,43326.0
North Carolina,2011,43916.0
North Carolina,2012,45150.0
North Carolina,2013,45906.0
North Carolina,2014,46556.0
North Carolina,2015,47830.0
North Carolina,2016,50584.0
North Carolina,2017,52752.0
North Carolina,2018,53855.0
North Carolina,2019,57341.0
North Dakota,2005,41030.0
North Dakota,2006,41919.0
North Dakota,2007,43753.0
North Dakota,2008,45685.0
North Dakota,2009,47827.0
North Dakota,2010,48670.0
North Dakota,2011,51704.0
North Dakota,2012,53585.0
North Dakota,2013,55759.0
North Dakota,2014,59029.0
North Dakota,2015,60557.0
North Dakota,2016,60656.0
North Dakota,2017,61843.0
North Dakota,2018,63837.0
North Dakota,2019,64577.0
Ohio,2005,43493.0
Ohio,2006,44532.0
Ohio,2007,46597.0
Ohio,2008,47988.0
Ohio,2009,45395.0
Ohio,2010,45090.0
Ohio,2011,45749.0
Ohio,2012,46829.0
Ohio,2013,48081.0
Ohio,2014,49308.0
Ohio,2015,51075.0
Ohio,2016,52334.0
Ohio,2017,54021.0
Ohio,2018,56111.0
Ohio,2019,58642.0
Oklahoma,2005,37063.0
Oklahoma,2006,38770.0
Oklahoma,2007,41567.0
Oklahoma,2008,42822.0
Oklahoma,2009,41664.0
Oklahoma,2010,42072.0
Oklahoma,2011,43225.0
Oklahoma,2012,44312.0
Oklahoma,2013,45690.0
Oklahoma,2014,47529.0
Oklahoma,2015,48568.0
Oklahoma,2016,49176.0
Oklahoma,2017,50051.0
Oklahoma,2018,51924.0
Oklahoma,2019,54449.0
Oregon,2005,42944.0
Oregon,2006,46230.0
Oregon,2007,48730.0
Oregon,2008,50169.0
Oregon,2009,48457.0
Oregon,2010,46560.0
Oregon,2011,46816.0
Oregon,2012,49161.0
Oregon,2013,50251.0
Oregon,2014,51075.0
Oregon,2015,54148.0
Oregon,2016,57532.0
Oregon,2017,60212.0
Oregon,2018,63426.0
Oregon,2019,67058.0
Pennsylvania,2005,44537.0
Pennsylvania,2006,46259.0
Pennsylvania,2007,48576.0
Pennsylvania,2008,50713.0
Pennsylvania,2009,49520.0
Pennsylvania,2010,49288.0
Pennsylvania,2011,50228.0
Pennsylvania,2012,51230.0
Pennsylvania,2013,52007.0
Pennsylvania,2014,53234.0
Pennsylvania,2015,55702.0
Pennsylvania,2016,56907.0
Pennsylvania,2017,59195.0
Pennsylvania,2018,60905.0
Pennsylvania,2019,63463.0
Puerto Rico,2005,17184.0
Puerto Rico,2006,17621.0
Puerto Rico,2007,17741.0
Puerto Rico,2008,18401.0
Puerto Rico,2009,18314.0
Puerto Rico,2010,18862.0
Puerto Rico,2011,18660.0
Puerto Rico,2012,19429.0
Puerto Rico,2013,19183.0
Puerto Rico,2014,18928.0
Puerto Rico,2015,18626.0
Puerto Rico,2016,20078.0
Puerto Rico,2017,19343.0
Puerto Rico,2018,20296.0
Puerto Rico,2019,20474.0
Rhode Island,2005,51458.0
Rhode Island,2006,51814.0
Rhode Island,2007,53568.0
Rhode Island,2008,55701.0
Rhode Island,2009,54119.0
Rhode Island,2010,52254.0
Rhode Island,2011,53636.0
Rhode Island,2012,54554.0
Rhode Island,2013,55902.0
Rhode Island,2014,54891.0
Rhode Island,2015,58073.0
Rhode Island,2016,60596.0
Rhode Island,2017,63870.0
Rhode Island,2018,64340.0
Rhode Island,2019,71169.0
South Carolina,2005,39316.0
South Carolina,2006,41100.0
South Carolina,2007,43329.0
South Carolina,2008,44625.0
South Carolina,2009,42442.0
South Carolina,2010,42018.0
South Carolina,2011,42367.0
South Carolina,2012,43107.0
South Carolina,2013,44163.0
South Carolina,2014,45238.0
South Carolina,2015,47238.0
South Carolina,2016,49501.0
South Carolina,2017,50570.0
South Carolina,2018,52306.0
South Carolina,2019,56227.0
South Dakota,2005,40310.0
South Dakota,2006,42791.0
South Dakota,2007,43424.0
South Dakota,2008,46032.0
South Dakota,2009,45043.0
South Dakota,2010,45904.0
South Dakota,2011,48321.0
South Dakota,2012,48362.0
South Dakota,2013,48947.0
South Dakota,2014,50979.0
South Dakota,2015,53017.0
South Dakota,2016,54467.0
South Dakota,2017,56521.0
South Dakota,2018,56274.0
South Dakota,2019,59533.0
Tennessee,2005,38874.0
Tennessee,2006,40315.0
Tennessee,2007,42367.0
Tennessee,2008,43614.0
Tennessee,2009,41725.0
Tennessee,2010,41461.0
Tennessee,2011,41693.0
Tennessee,2012,42764.0
Tennessee,2013,44297.0
Tennessee,2014,44361.0
Tennessee,2015,47275.0
Tennessee,2016,48547.0
Tennessee,2017,51340.0
Tennessee,2018,52375.0
Tennessee,2019,56071.0
Texas,2005,42139.0
Texas,2006,44922.0
Texas,2007,47548.0
Texas,2008,50043.0
Texas,2009,48259.0
Texas,2010,48615.0
Texas,2011,49392.0
Texas,2012,50740.0
Texas,2013,51704.0
Texas,2014,53035.0
Texas,2015,55653.0
Texas,2016,56565.0
Texas,2017,59206.0
Texas,2018,60629.0
Texas,2019,64034.0
Utah,2005,47934.0
Utah,2006,51309.0
Utah,2007,55109.0
Utah,2008,56633.0
Utah,2009,55117.0
Utah,2010,54744.0
Utah,2011,55869.0
Utah,2012,57049.0
Utah,2013,59770.0
Utah,2014,60922.0
Utah,2015,62912.0
Utah,2016,65977.0
Utah,2017,68358.0
Utah,2018,71414.0
Utah,2019,75780.0
Vermont,2005,45686.0
Vermont,2006,47665.0
Vermont,2007,49907.0
Vermont,2008,52104.0
Vermont,2009,51618.0
Vermont,2010,49406.0
Vermont,2011,52776.0
Vermont,2012,52977.0
Vermont,2013,52578.0
Vermont,2014,54166.0
Vermont,2015,56990.0
Vermont,2016,57677.0
Vermont,2017,57513.0
Vermont,2018,60782.0
Vermont,2019,63001.0
Virginia,2005,54240.0
Virginia,2006,56277.0
Virginia,2007,59562.0
Virginia,2008,61233.0
Virginia,2009,59330.0
Virginia,2010,60674.0
Virginia,2011,61882.0
Virginia,2012,61741.0
Virginia,2013,62666.0
Virginia,2014,64902.0
Virginia,2015,66262.0
Virginia,2016,68114.0
Virginia,2017,71535.0
Virginia,2018,72577.0
Virginia,2019,76456.0
Washington,2005,49262.0
Washington,2006,52583.0
Washington,2007,55591.0
Washington,2008,58078.0
Washington,2009,56548.0
Washington,2010,55631.0
Washington,2011,56835.0
Washington,2012,57573.0
Washington,2013,58405.0
Washington,2014,61366.0
Washington,2015,64129.0
Washington,2016,67106.0
Washington,2017,70979.0
Washington,2018,74073.0
Washington,2019,78687.0
West Virginia,2005,33452.0
West Virginia,2006,35059.0
West Virginia,2007,37060.0
West Virginia,2008,37989.0
West Virginia,2009,37435.0
West Virginia,2010,38218.0
West Virginia,2011,38482.0
West Virginia,2012,40196.0
West Virginia,2013,41253.0
West Virginia,2014,41059.0
West Virginia,2015,42019.0
West Virginia,2016,43385.0
West Virginia,2017,43469.0
West Virginia,2018,44097.0
West Virginia,2019,48850.0
Wisconsin,2005,47105.0
Wisconsin,2006,48772.0
Wisconsin,2007,50578.0
Wisconsin,2008,52094.0
Wisconsin,2009,49993.0
Wisconsin,2010,49001.0
Wisconsin,2011,50395.0
Wisconsin,2012,51059.0
Wisconsin,2013,51467.0
Wisconsin,2014,52622.0
Wisconsin,2015,55638.0
Wisconsin,2016,56811.0
Wisconsin,2017,59305.0
Wisconsin,2018,60773.0
Wisconsin,2019,64168.0
Wyoming,2005,46202.0
Wyoming,2006,47423.0
Wyoming,2007,51731.0
Wyoming,2008,53207.0
Wyoming,2009,52664.0
Wyoming,2010,53512.0
Wyoming,2011,56322.0
Wyoming,2012,54901.0
Wyoming,2013,58752.0
Wyoming,2014,57055.0
Wyoming,2015,60214.0
Wyoming,2016,59882.0
Wyoming,2017,60434.0
Wyoming,2018,61584.0
Wyoming,2019,65003.0
